FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
SABO,78552,KIT COIFA HOMOCINETICA RODA,FIAT PANORAMA 1.3 3--86 80/11,FIAT,PANORAMA 1.3 3--86,1980 a 2011,KIT COIFA HOMOCINETICA RODA compatível com FIAT PANORAMA 1.3 3--86. Aplicação: 1980 a 2011. Fabricante: SABO. Código: 78552.
SABO,78553,KIT COIFA HOMOCINETICA CAMBIO,FIAT FIORINO FURGAO FIRE 1.3 8V - 1--09 07/12,FIAT,FIORINO FURGAO FIRE 1.3 8V - 1--09,2007 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT FIORINO FURGAO FIRE 1.3 8V - 1--09. Aplicação: 2007 a 2012. Fabricante: SABO. Código: 78553.
SABO,78553,KIT COIFA HOMOCINETICA CAMBIO,FIAT FIORINO FURGAO FIRE 1.3 8V - 2--06 03/12,FIAT,FIORINO FURGAO FIRE 1.3 8V - 2--06,2003 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT FIORINO FURGAO FIRE 1.3 8V - 2--06. Aplicação: 2003 a 2012. Fabricante: SABO. Código: 78553.
SABO,78553,KIT COIFA HOMOCINETICA CAMBIO,FIAT FIORINO LX MPI SEVEL 1.6 8V  1--96 96/10,FIAT,FIORINO LX MPI SEVEL 1.6 8V  1--96,1996 a 2010,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT FIORINO LX MPI SEVEL 1.6 8V  1--96. Aplicação: 1996 a 2010. Fabricante: SABO. Código: 78553.
SABO,78553,KIT COIFA HOMOCINETICA CAMBIO,FIAT PALIO BRASIL 500 FIASA 1.0 6--00 96/12,FIAT,PALIO BRASIL 500 FIASA 1.0 6--00,1996 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT PALIO BRASIL 500 FIASA 1.0 6--00. Aplicação: 1996 a 2012. Fabricante: SABO. Código: 78553.
SABO,78553,KIT COIFA HOMOCINETICA CAMBIO,FIAT PALIO CITYMATIC FIASA 1.0  1--00 99/10,FIAT,PALIO CITYMATIC FIASA 1.0  1--00,1999 a 2010,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT PALIO CITYMATIC FIASA 1.0  1--00. Aplicação: 1999 a 2010. Fabricante: SABO. Código: 78553.
SABO,78554,KIT COIFA HOMOCINETICA RODA/CAMBIO,VOLKSWAGEN KOMBI,VOLKSWAGEN,KOMBI,não especificado,KIT COIFA HOMOCINETICA RODA/CAMBIO compatível com VOLKSWAGEN KOMBI. Aplicação: não especificado. Fabricante: SABO. Código: 78554.
SABO,78554,KIT COIFA HOMOCINETICA RODA/CAMBIO,VOLKSWAGEN KOMBI NEW,VOLKSWAGEN,KOMBI NEW,não especificado,KIT COIFA HOMOCINETICA RODA/CAMBIO compatível com VOLKSWAGEN KOMBI NEW. Aplicação: não especificado. Fabricante: SABO. Código: 78554.
SABO,78554,KIT COIFA HOMOCINETICA RODA/CAMBIO,VOLKSWAGEN VARIANT 78/,VOLKSWAGEN,VARIANT,1978,KIT COIFA HOMOCINETICA RODA/CAMBIO compatível com VOLKSWAGEN VARIANT. Aplicação: 1978. Fabricante: SABO. Código: 78554.
SABO,78555,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN SANTANA 92/,VOLKSWAGEN,SANTANA,1992,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN SANTANA. Aplicação: 1992. Fabricante: SABO. Código: 78555.
SABO,78555,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN SANTANA QUANTUM 92/,VOLKSWAGEN,SANTANA QUANTUM,1992,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN SANTANA QUANTUM. Aplicação: 1992. Fabricante: SABO. Código: 78555.
SABO,78555,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN LOGUS 92/96,VOLKSWAGEN,LOGUS,1992 a 1996,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN LOGUS. Aplicação: 1992 a 1996. Fabricante: SABO. Código: 78555.
SABO,78555,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN POINTER 92/96,VOLKSWAGEN,POINTER,1992 a 1996,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN POINTER. Aplicação: 1992 a 1996. Fabricante: SABO. Código: 78555.
SABO,78556,KIT COIFA HOMOCINETICA RODA,CHEVROLET MONZA 93/,CHEVROLET,MONZA,1993,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MONZA. Aplicação: 1993. Fabricante: SABO. Código: 78556.
SABO,78556,KIT COIFA HOMOCINETICA RODA,CHEVROLET KADETT  /93,CHEVROLET,KADETT  /93,não especificado,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET KADETT  /93. Aplicação: não especificado. Fabricante: SABO. Código: 78556.
SABO,78556,KIT COIFA HOMOCINETICA RODA,CHEVROLET CALIBRA 94/94,CHEVROLET,CALIBRA,1994 a 1994,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET CALIBRA. Aplicação: 1994 a 1994. Fabricante: SABO. Código: 78556.
SABO,78556,KIT COIFA HOMOCINETICA RODA,CHEVROLET IPANEMA  /93,CHEVROLET,IPANEMA  /93,não especificado,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET IPANEMA  /93. Aplicação: não especificado. Fabricante: SABO. Código: 78556.
SABO,78556,KIT COIFA HOMOCINETICA RODA,CHEVROLET ASTRA 95/,CHEVROLET,ASTRA,1995,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET ASTRA. Aplicação: 1995. Fabricante: SABO. Código: 78556.
SABO,78556,KIT COIFA HOMOCINETICA RODA,RENAULT TRAFIC 91/99,RENAULT,TRAFIC,1991 a 1999,KIT COIFA HOMOCINETICA RODA compatível com RENAULT TRAFIC. Aplicação: 1991 a 1999. Fabricante: SABO. Código: 78556.
SABO,78557,KIT COIFA HOMOCINETICA RODA,CHEVROLET CELTA 94/,CHEVROLET,CELTA,1994,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET CELTA. Aplicação: 1994. Fabricante: SABO. Código: 78557.
SABO,78557,KIT COIFA HOMOCINETICA RODA,CHEVROLET CORSA 01/,CHEVROLET,CORSA,2001,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET CORSA. Aplicação: 2001. Fabricante: SABO. Código: 78557.
SABO,78558,KIT COIFA HOMOCINETICA RODA,FORD CORCEL 1/2 /81,FORD,CORCEL 1/2 /81,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD CORCEL 1/2 /81. Aplicação: não especificado. Fabricante: SABO. Código: 78558.
SABO,78558,KIT COIFA HOMOCINETICA RODA,FORD BELINA 1/2 /81,FORD,BELINA 1/2 /81,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD BELINA 1/2 /81. Aplicação: não especificado. Fabricante: SABO. Código: 78558.
SABO,78558,KIT COIFA HOMOCINETICA RODA,FORD PAMPA 4X4 82/97,FORD,PAMPA 4X4,1982 a 1997,KIT COIFA HOMOCINETICA RODA compatível com FORD PAMPA 4X4. Aplicação: 1982 a 1997. Fabricante: SABO. Código: 78558.
SABO,78558,KIT COIFA HOMOCINETICA RODA,FORD PAMPA 4X2 82/97,FORD,PAMPA 4X2,1982 a 1997,KIT COIFA HOMOCINETICA RODA compatível com FORD PAMPA 4X2. Aplicação: 1982 a 1997. Fabricante: SABO. Código: 78558.
SABO,78558,KIT COIFA HOMOCINETICA RODA,FORD DEL REY 81/91,FORD,DEL REY,1981 a 1991,KIT COIFA HOMOCINETICA RODA compatível com FORD DEL REY. Aplicação: 1981 a 1991. Fabricante: SABO. Código: 78558.
SABO,78562,KIT COIFA HOMOCINETICA RODA,FORD ESCORT 1.6 /92,FORD,ESCORT 1.6 /92,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD ESCORT 1.6 /92. Aplicação: não especificado. Fabricante: SABO. Código: 78562.
SABO,78562,KIT COIFA HOMOCINETICA RODA,FORD VERONA  /92,FORD,VERONA  /92,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD VERONA  /92. Aplicação: não especificado. Fabricante: SABO. Código: 78562.
SABO,78562,KIT COIFA HOMOCINETICA RODA,FORD DEL REY  /92,FORD,DEL REY  /92,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD DEL REY  /92. Aplicação: não especificado. Fabricante: SABO. Código: 78562.
SABO,78562,KIT COIFA HOMOCINETICA RODA,FORD SCALA  /92,FORD,SCALA  /92,não especificado,KIT COIFA HOMOCINETICA RODA compatível com FORD SCALA  /92. Aplicação: não especificado. Fabricante: SABO. Código: 78562.
SABO,78562,KIT COIFA HOMOCINETICA RODA,FORD FIESTA 1.4/1.6 96/,FORD,FIESTA 1.4/1.6,1996,KIT COIFA HOMOCINETICA RODA compatível com FORD FIESTA 1.4/1.6. Aplicação: 1996. Fabricante: SABO. Código: 78562.
SABO,78563,KIT COIFA HOMOCINETICA CAMBIO,FORD CORCEL 1/2 81/,FORD,CORCEL 1/2,1981,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD CORCEL 1/2. Aplicação: 1981. Fabricante: SABO. Código: 78563.
SABO,78563,KIT COIFA HOMOCINETICA CAMBIO,FORD DEL REY  /92,FORD,DEL REY  /92,não especificado,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD DEL REY  /92. Aplicação: não especificado. Fabricante: SABO. Código: 78563.
SABO,78563,KIT COIFA HOMOCINETICA CAMBIO,FORD PAMPA 90/,FORD,PAMPA,1990,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD PAMPA. Aplicação: 1990. Fabricante: SABO. Código: 78563.
SABO,78563,KIT COIFA HOMOCINETICA CAMBIO,FORD FIESTA 1.4/1.6 96/,FORD,FIESTA 1.4/1.6,1996,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD FIESTA 1.4/1.6. Aplicação: 1996. Fabricante: SABO. Código: 78563.
SABO,78563,KIT COIFA HOMOCINETICA CAMBIO,FORD SCALA  /92,FORD,SCALA  /92,não especificado,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD SCALA  /92. Aplicação: não especificado. Fabricante: SABO. Código: 78563.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,FORD VERONA 1.8 / 2.0 8V 93/96,FORD,VERONA 1.8 / 2.0 8V,1993 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD VERONA 1.8 / 2.0 8V. Aplicação: 1993 a 1996. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,FORD ROYALE 1.8 / 2.0 8V 2--96 92/10,FORD,ROYALE 1.8 / 2.0 8V 2--96,1992 a 2010,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD ROYALE 1.8 / 2.0 8V 2--96. Aplicação: 1992 a 2010. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,FORD VERSAILLES 1.8 / 2.0 8V 6--96 91/12,FORD,VERSAILLES 1.8 / 2.0 8V 6--96,1991 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD VERSAILLES 1.8 / 2.0 8V 6--96. Aplicação: 1991 a 2012. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,FORD ESCORT 1.8 / 2.0 8V AP 1--96 93/12,FORD,ESCORT 1.8 / 2.0 8V AP 1--96,1993 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD ESCORT 1.8 / 2.0 8V AP 1--96. Aplicação: 1993 a 2012. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,FORD ESCORT 1.8 16V ZETEC 9-- 96/12,FORD,ESCORT 1.8 16V ZETEC 9--,1996 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD ESCORT 1.8 16V ZETEC 9--. Aplicação: 1996 a 2012. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN SANTANA 1.8 / 2.0 8V 92/,VOLKSWAGEN,SANTANA 1.8 / 2.0 8V,1992,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN SANTANA 1.8 / 2.0 8V. Aplicação: 1992. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN SANTANA QUANTUM 1.8 / 2.0 8V 92/,VOLKSWAGEN,SANTANA QUANTUM 1.8 / 2.0 8V,1992,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN SANTANA QUANTUM 1.8 / 2.0 8V. Aplicação: 1992. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN LOGUS 1.8 / 2.0 8V 92/96,VOLKSWAGEN,LOGUS 1.8 / 2.0 8V,1992 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN LOGUS 1.8 / 2.0 8V. Aplicação: 1992 a 1996. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN POINTER 1.8 / 2.0 8V 92/96,VOLKSWAGEN,POINTER 1.8 / 2.0 8V,1992 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN POINTER 1.8 / 2.0 8V. Aplicação: 1992 a 1996. Fabricante: SABO. Código: 78564.
SABO,78564,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN LOGUS 1.6 8V -96 10-94/12,VOLKSWAGEN,LOGUS 1.6 8V -96 10-,1994 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN LOGUS 1.6 8V -96 10-. Aplicação: 1994 a 2012. Fabricante: SABO. Código: 78564.
SABO,78565,KIT COIFA HOMOCINETICA RODA,FIAT UNO FAMILY 85/,FIAT,UNO FAMILY,1985,KIT COIFA HOMOCINETICA RODA compatível com FIAT UNO FAMILY. Aplicação: 1985. Fabricante: SABO. Código: 78565.
SABO,78565,KIT COIFA HOMOCINETICA RODA,FIAT SIENA 99/,FIAT,SIENA,1999,KIT COIFA HOMOCINETICA RODA compatível com FIAT SIENA. Aplicação: 1999. Fabricante: SABO. Código: 78565.
SABO,78565,KIT COIFA HOMOCINETICA RODA,FIAT TIPO 1.6 93/97,FIAT,TIPO 1.6,1993 a 1997,KIT COIFA HOMOCINETICA RODA compatível com FIAT TIPO 1.6. Aplicação: 1993 a 1997. Fabricante: SABO. Código: 78565.
SABO,78565,KIT COIFA HOMOCINETICA RODA,FIAT PALIO WEEKEND 99/,FIAT,PALIO WEEKEND,1999,KIT COIFA HOMOCINETICA RODA compatível com FIAT PALIO WEEKEND. Aplicação: 1999. Fabricante: SABO. Código: 78565.
SABO,78565,KIT COIFA HOMOCINETICA RODA,FIAT ELBA 86/93,FIAT,ELBA,1986 a 1993,KIT COIFA HOMOCINETICA RODA compatível com FIAT ELBA. Aplicação: 1986 a 1993. Fabricante: SABO. Código: 78565.
SABO,78567,KIT COIFA HOMOCINETICA CAMBIO,CHEVROLET CELTA 01/,CHEVROLET,CELTA,2001,KIT COIFA HOMOCINETICA CAMBIO compatível com CHEVROLET CELTA. Aplicação: 2001. Fabricante: SABO. Código: 78567.
SABO,78567,KIT COIFA HOMOCINETICA CAMBIO,CHEVROLET CORSA 96/,CHEVROLET,CORSA,1996,KIT COIFA HOMOCINETICA CAMBIO compatível com CHEVROLET CORSA. Aplicação: 1996. Fabricante: SABO. Código: 78567.
SABO,78567,KIT COIFA HOMOCINETICA CAMBIO,CHEVROLET TIGRA 98/98,CHEVROLET,TIGRA,1998 a 1998,KIT COIFA HOMOCINETICA CAMBIO compatível com CHEVROLET TIGRA. Aplicação: 1998 a 1998. Fabricante: SABO. Código: 78567.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,FORD VERONA AP 1.8 90/93,FORD,VERONA AP 1.8,1990 a 1993,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD VERONA AP 1.8. Aplicação: 1990 a 1993. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,FORD DEL REY AE 1.6/1.8 89/93,FORD,DEL REY AE 1.6/1.8,1989 a 1993,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD DEL REY AE 1.6/1.8. Aplicação: 1989 a 1993. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,FORD VERSAILLES 1.8/2.0 - S/ABS 91/92,FORD,VERSAILLES 1.8/2.0 - S/ABS,1991 a 1992,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD VERSAILLES 1.8/2.0 - S/ABS. Aplicação: 1991 a 1992. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,FORD BELINA AP 1.8 82/91,FORD,BELINA AP 1.8,1982 a 1991,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD BELINA AP 1.8. Aplicação: 1982 a 1991. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,FORD ESCORT 89/,FORD,ESCORT,1989,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD ESCORT. Aplicação: 1989. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN VOYAGE 1.5/1.6 81/96,VOLKSWAGEN,VOYAGE 1.5/1.6,1981 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN VOYAGE 1.5/1.6. Aplicação: 1981 a 1996. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN GOL 1.3 80/86,VOLKSWAGEN,GOL 1.3,1980 a 1986,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN GOL 1.3. Aplicação: 1980 a 1986. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN GOL 1.6/1.8 82/,VOLKSWAGEN,GOL 1.6/1.8,1982,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN GOL 1.6/1.8. Aplicação: 1982. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN GOL 1.0 8V/POWER 1.0 16V 97/12,VOLKSWAGEN,GOL 1.0 8V/POWER 1.0 16V,1997 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN GOL 1.0 8V/POWER 1.0 16V. Aplicação: 1997 a 2012. Fabricante: SABO. Código: 78571.
SABO,78571,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN SANTANA 1.8/2.0 S/ABS TRANSM 84/92,VOLKSWAGEN,SANTANA 1.8/2.0 S/ABS TRANSM,1984 a 1992,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN SANTANA 1.8/2.0 S/ABS TRANSM. Aplicação: 1984 a 1992. Fabricante: SABO. Código: 78571.
SABO,78572,KIT COIFA HOMOCINETICA CAMBIO,CHEVROLET ASTRA HATCH / WAGON GLS 4P 95/96,CHEVROLET,ASTRA HATCH / WAGON GLS 4P,1995 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com CHEVROLET ASTRA HATCH / WAGON GLS 4P. Aplicação: 1995 a 1996. Fabricante: SABO. Código: 78572.
SABO,78572,KIT COIFA HOMOCINETICA CAMBIO,CHEVROLET ASTRA HATCH / WAGON GLS 4P 99/99,CHEVROLET,ASTRA HATCH / WAGON GLS 4P,1999 a 1999,KIT COIFA HOMOCINETICA CAMBIO compatível com CHEVROLET ASTRA HATCH / WAGON GLS 4P. Aplicação: 1999 a 1999. Fabricante: SABO. Código: 78572.
SABO,78574,KIT COIFA HOMOCINETICA RODA,CHEVROLET KADETT 94/98,CHEVROLET,KADETT,1994 a 1998,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET KADETT. Aplicação: 1994 a 1998. Fabricante: SABO. Código: 78574.
SABO,78574,KIT COIFA HOMOCINETICA RODA,CHEVROLET MONZA 94/96,CHEVROLET,MONZA,1994 a 1996,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MONZA. Aplicação: 1994 a 1996. Fabricante: SABO. Código: 78574.
SABO,78574,KIT COIFA HOMOCINETICA RODA,CHEVROLET ASTRA 8V 1- 04/,CHEVROLET,ASTRA 8V 1-,2004,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET ASTRA 8V 1-. Aplicação: 2004. Fabricante: SABO. Código: 78574.
SABO,78574,KIT COIFA HOMOCINETICA RODA,CHEVROLET ZAFIRA 2.0 1- 04/,CHEVROLET,ZAFIRA 2.0 1-,2004,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET ZAFIRA 2.0 1-. Aplicação: 2004. Fabricante: SABO. Código: 78574.
SABO,78574,KIT COIFA HOMOCINETICA RODA,CHEVROLET VECTRA 2.2 1- 97/,CHEVROLET,VECTRA 2.2 1-,1997,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET VECTRA 2.2 1-. Aplicação: 1997. Fabricante: SABO. Código: 78574.
SABO,78575,KIT COIFA HOMOCINETICA RODA,FORD COURIER 99/,FORD,COURIER,1999,KIT COIFA HOMOCINETICA RODA compatível com FORD COURIER. Aplicação: 1999. Fabricante: SABO. Código: 78575.
SABO,78575,KIT COIFA HOMOCINETICA RODA,FORD KA 1.0 00/,FORD,KA 1.0,2000,KIT COIFA HOMOCINETICA RODA compatível com FORD KA 1.0. Aplicação: 2000. Fabricante: SABO. Código: 78575.
SABO,78575,KIT COIFA HOMOCINETICA RODA,FORD FIESTA (SOHC) 99/,FORD,FIESTA (SOHC),1999,KIT COIFA HOMOCINETICA RODA compatível com FORD FIESTA (SOHC). Aplicação: 1999. Fabricante: SABO. Código: 78575.
SABO,78575,KIT COIFA HOMOCINETICA RODA,FORD FIESTA 1.6 PICK - UP 96/,FORD,FIESTA 1.6 PICK - UP,1996,KIT COIFA HOMOCINETICA RODA compatível com FORD FIESTA 1.6 PICK - UP. Aplicação: 1996. Fabricante: SABO. Código: 78575.
SABO,78575,KIT COIFA HOMOCINETICA RODA,RENAULT CLIO 1.0 00/,RENAULT,CLIO 1.0,2000,KIT COIFA HOMOCINETICA RODA compatível com RENAULT CLIO 1.0. Aplicação: 2000. Fabricante: SABO. Código: 78575.
SABO,78575,KIT COIFA HOMOCINETICA RODA,RENAULT MEGANE 1.6L 16V,RENAULT,MEGANE 1.6L 16V,não especificado,KIT COIFA HOMOCINETICA RODA compatível com RENAULT MEGANE 1.6L 16V. Aplicação: não especificado. Fabricante: SABO. Código: 78575.
SABO,78576,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN PARATI 1.0/1.6/1.8/ GL 1.8,VOLKSWAGEN,PARATI 1.0/1.6/1.8/ GL 1.8,não especificado,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN PARATI 1.0/1.6/1.8/ GL 1.8. Aplicação: não especificado. Fabricante: SABO. Código: 78576.
SABO,78576,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN SAVEIRO 1.6/1.8 96/,VOLKSWAGEN,SAVEIRO 1.6/1.8,1996,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN SAVEIRO 1.6/1.8. Aplicação: 1996. Fabricante: SABO. Código: 78576.
SABO,78576,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN GOL 1.0/1.6/1.8/ GL 1.8,VOLKSWAGEN,GOL 1.0/1.6/1.8/ GL 1.8,não especificado,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN GOL 1.0/1.6/1.8/ GL 1.8. Aplicação: não especificado. Fabricante: SABO. Código: 78576.
SABO,78578,KIT COIFA HOMOCINETICA CAMBIO,FORD FIESTA 1.0/1.3/1.4 96/98,FORD,FIESTA 1.0/1.3/1.4,1996 a 1998,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD FIESTA 1.0/1.3/1.4. Aplicação: 1996 a 1998. Fabricante: SABO. Código: 78578.
SABO,78578,KIT COIFA HOMOCINETICA CAMBIO,FORD COURIER 1.3/1.4 96/,FORD,COURIER 1.3/1.4,1996,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD COURIER 1.3/1.4. Aplicação: 1996. Fabricante: SABO. Código: 78578.
SABO,78578,KIT COIFA HOMOCINETICA CAMBIO,FORD KA 1.0/1.3 97/99,FORD,KA 1.0/1.3,1997 a 1999,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD KA 1.0/1.3. Aplicação: 1997 a 1999. Fabricante: SABO. Código: 78578.
SABO,78579,KIT COIFA HOMOCINETICA CAMBIO,FORD FIESTA 1.0/1.6 99/,FORD,FIESTA 1.0/1.6,1999,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD FIESTA 1.0/1.6. Aplicação: 1999. Fabricante: SABO. Código: 78579.
SABO,78579,KIT COIFA HOMOCINETICA CAMBIO,FORD FIESTA NOVO 1.0 /1.6 02/,FORD,FIESTA NOVO 1.0 /1.6,2002,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD FIESTA NOVO 1.0 /1.6. Aplicação: 2002. Fabricante: SABO. Código: 78579.
SABO,78579,KIT COIFA HOMOCINETICA CAMBIO,FORD KA 1.0/1.6 00/,FORD,KA 1.0/1.6,2000,KIT COIFA HOMOCINETICA CAMBIO compatível com FORD KA 1.0/1.6. Aplicação: 2000. Fabricante: SABO. Código: 78579.
SABO,78583,KIT COIFA HOMOCINETICA RODA/CAMBIO,VOLKSWAGEN KOMBI 1.6 98/,VOLKSWAGEN,KOMBI 1.6,1998,KIT COIFA HOMOCINETICA RODA/CAMBIO compatível com VOLKSWAGEN KOMBI 1.6. Aplicação: 1998. Fabricante: SABO. Código: 78583.
SABO,78584,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN GOL 2.0 8V/16V 95/,VOLKSWAGEN,GOL 2.0 8V/16V,1995,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN GOL 2.0 8V/16V. Aplicação: 1995. Fabricante: SABO. Código: 78584.
SABO,78584,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN GOL AT 1.0 TURBO 00/,VOLKSWAGEN,GOL AT 1.0 TURBO,2000,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN GOL AT 1.0 TURBO. Aplicação: 2000. Fabricante: SABO. Código: 78584.
SABO,78584,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN PARATI AT 1.0 16V 97/,VOLKSWAGEN,PARATI AT 1.0 16V,1997,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN PARATI AT 1.0 16V. Aplicação: 1997. Fabricante: SABO. Código: 78584.
SABO,78584,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN SANTANA QUANTUM 1.8/2.0 96/,VOLKSWAGEN,SANTANA QUANTUM 1.8/2.0,1996,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN SANTANA QUANTUM 1.8/2.0. Aplicação: 1996. Fabricante: SABO. Código: 78584.
SABO,78584,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN SANTANA 1.8/2.0 96/,VOLKSWAGEN,SANTANA 1.8/2.0,1996,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN SANTANA 1.8/2.0. Aplicação: 1996. Fabricante: SABO. Código: 78584.
